#GET [h], theta_SUN [deg], phi_SUN [deg], theta_MOON [deg], phi_MOON [deg], theta_EARTH [deg], phi_EARTH [deg] 
267.35812,149.16697,92.107004,57.286308,-79.731491,170.77504,53.836009
267.35904,147.73915,91.911584,58.688884,-79.977514,169.57415,58.255008
267.35992,146.31099,91.732139,60.092967,-80.210323,168.32372,61.739473
267.36182,143.34388,91.402175,63.013528,-80.655329,165.62504,66.977409
267.3627,141.9149,91.260593,64.421686,-80.852621,164.29327,68.842907
267.36362,140.48569,91.128509,65.83101,-81.039806,162.94712,70.410978
267.3645,139.05634,91.004864,67.241416,-81.217486,161.58981,71.744517
267.36542,137.62679,90.888741,68.652876,-81.386209,160.22358,72.890333
267.36633,136.19709,90.779348,70.065322,-81.546484,158.8502,73.883839
267.36722,134.76731,90.675963,71.478662,-81.69879,157.47105,74.752154
267.36813,133.33734,90.577999,72.892933,-81.843522,156.08702,75.516496
267.36902,131.90731,90.484882,74.308015,-81.981105,154.69902,76.193512
267.37,130.36718,90.389496,75.832826,-82.12169,153.2005,76.840248
267.3709,128.93698,90.304995,77.24949,-82.245536,151.8061,77.375635
267.3718,127.50668,90.224019,78.666906,-82.363243,150.40924,77.857192
267.3727,126.07633,90.146233,80.084985,-82.475103,149.01033,78.292052
267.3736,124.64593,90.071303,81.50371,-82.581376,147.60963,78.686081
267.3745,123.21548,89.998972,82.923052,-82.682298,146.20738,79.044273
267.37543,121.78499,89.928956,84.342984,-82.778093,144.80374,79.370732
267.3763,120.35447,89.861041,85.763497,-82.868958,143.39894,79.669067
267.37723,118.92391,89.794992,87.184536,-82.955087,141.99306,79.942214
267.3781,117.49334,89.730617,88.6061,-83.036642,140.58629,80.192807
267.3791,115.9527,89.66295,90.137558,-83.11955,139.07037,80.439983
267.38,114.5221,89.601462,91.560127,-83.192104,137.66198,80.650457
267.3809,113.09149,89.541124,92.983143,-83.260523,136.25296,80.844337
267.3818,111.66088,89.481764,94.406604,-83.324937,134.84336,81.023043
267.38272,110.23027,89.42326,95.830473,-83.385442,133.43326,81.187879
267.3836,108.79966,89.365457,97.254756,-83.442126,132.02272,81.339932
267.38452,107.36908,89.308235,98.679405,-83.495087,130.61177,81.480206
267.3854,105.93851,89.251483,100.10444,-83.54438,129.20048,81.609606
267.38632,104.50796,89.195061,101.52982,-83.590082,127.78887,81.728858
267.3873,102.96739,89.134558,103.06523,-83.635336,126.26837,81.846777
267.38818,101.5369,89.07849,104.49132,-83.673711,124.85623,81.947149
267.3891,100.10644,89.02241,105.9177,-83.708617,123.44387,82.039266
267.39,98.676019,88.966229,107.3444,-83.740068,122.03133,82.123664
267.3909,97.245642,88.909823,108.77138,-83.768091,120.61864,82.20075
267.3918,95.815313,88.853107,110.19865,-83.792656,119.20582,82.270925
267.3927,94.385035,88.795959,111.62618,-83.813765,117.79289,82.334516
267.39362,92.954815,88.738282,113.05396,-83.831396,116.37986,82.39185
267.3945,91.524655,88.679968,114.48199,-83.845508,114.96678,82.443209
267.39542,90.094563,88.620908,115.91025,-83.856049,113.55363,82.488819
267.3964,88.554544,88.556351,117.44863,-83.863343,112.03175,82.531787
267.39728,87.1246,88.495389,118.87736,-83.866254,110.61856,82.566166
267.3982,85.694746,88.433338,120.30627,-83.865361,109.20537,82.595405
267.3991,84.264978,88.370075,121.73538,-83.86055,107.79221,82.619663
267.4,82.835305,88.305475,123.16468,-83.851678,106.37907,82.639059
267.4009,81.405731,88.239411,124.59414,-83.83859,104.96598,82.653703
267.4018,79.976266,88.171734,126.02376,-83.821119,103.55295,82.663674
267.4027,78.546908,88.10234,127.45355,-83.799068,102.14,82.669123
267.40363,77.117676,88.031027,128.88345,-83.772193,100.72714,82.670003
267.40457,75.57865,87.95194,130.42351,-83.737543,99.205721,82.665983
267.4055,74.14969,87.876195,131.85367,-83.699744,97.793087,82.65764
267.4064,72.720881,87.798027,133.28394,-83.656177,96.380597,82.644875
267.4073,71.292227,87.717267,134.71429,-83.606436,94.968258,82.627717
267.4082,69.863738,87.633692,136.14472,-83.550068,93.556084,82.606135
267.4091,68.435422,87.547092,137.57521,-83.486518,92.144084,82.580105
267.41,67.007297,87.457226,139.00574,-83.415194,90.732281,82.549596
267.4109,65.579367,87.363841,140.4363,-83.335408,89.320688,82.51457
267.4118,64.151653,87.266661,141.86686,-83.246325,87.909324,82.474952
267.41272,62.724164,87.165385,143.29739,-83.146995,86.498196,82.430653
267.41367,61.187141,87.05137,144.83792,-83.027297,84.978821,82.37764
267.41458,59.760176,86.940517,146.26832,-82.902964,83.56826,82.323351
267.4155,58.333487,86.824469,147.69862,-82.76434,82.157996,82.264067
267.41638,56.907101,86.7028,149.12877,-82.609573,80.748061,82.199659
267.4173,55.460932,86.553996,150.57201,-82.415263,79.315801,82.091758
267.41818,53.98892,86.369517,152.03224,-82.168395,77.854744,81.927407
267.4191,52.51754,86.175567,153.49183,-81.891306,76.394858,81.755912
267.42,51.046841,85.971259,154.95067,-81.578801,74.936203,81.576865
267.4209,49.576888,85.755573,156.40859,-81.224494,73.478843,81.389792
267.42188,47.994772,85.509266,157.97743,-80.786892,71.910904,81.178781
267.45395,7.5030021,-39.294375,149.48859,84.626081,22.296908,56.679938
267.45486,8.5342196,-46.929906,148.02211,84.777823,21.095807,54.403445
267.45575,9.6841787,-52.832517,146.55553,84.914358,19.933756,51.851349
267.45667,10.915396,-57.438378,145.0889,85.037531,18.817958,48.984416
267.45764,12.304202,-61.334819,143.5094,85.157024,17.678079,45.495914
267.45853,13.635202,-64.224696,142.04272,85.257116,16.688118,41.837023
267.45944,14.995178,-66.590581,140.57604,85.347894,15.776839,37.730908
267.46036,16.376891,-68.555474,139.10939,85.430262,14.958589,33.143825
267.46124,17.775275,-70.208444,137.64277,85.505026,14.249362,28.059008
267.46216,19.186674,-71.614976,136.17622,85.572896,13.666112,22.487703
267.46396,22.038447,-73.872618,133.24332,85.6902,12.941954,10.133757
267.46487,23.475281,-74.789395,131.77699,85.740638,12.825911,3.5880603
267.46582,25.028889,-75.65466,130.19796,85.789444,12.89323,-3.4892678
267.46674,26.476344,-76.363359,128.73184,85.830005,13.131656,-9.9024606
267.46765,27.921538,-77.066648,127.26214,85.83105,13.498919,-16.061937
267.46854,29.369568,-77.713221,125.79177,85.821661,14.008984,-21.841996
267.46945,30.821279,-78.296514,124.3216,85.809933,14.653443,-27.160455
267.47034,32.276206,-78.824864,122.85162,85.795912,15.415504,-31.986833
267.47125,33.733929,-79.305313,121.38184,85.779647,16.278619,-36.324306
267.47217,35.194088,-79.743697,119.91227,85.761175,17.227597,-40.198274
267.47305,36.656412,-80.144959,118.44291,85.7405,18.249055,-43.646654
267.47397,38.120643,-80.513312,116.97377,85.71766,19.331493,-46.712506
267.47495,39.699408,-80.877309,115.39186,85.690628,20.554321,-49.636093
267.47675,42.635903,-81.475754,112.45473,85.633729,22.950383,-54.192143
267.47763,44.106038,-81.742191,110.98653,85.602,24.197064,-56.115448
267.47855,45.577292,-81.98954,109.51857,85.56804,25.469894,-57.84175
267.48035,48.5227,-82.433757,106.58344,85.493334,28.079552,-60.798898
267.48126,49.996695,-82.633508,105.11628,85.452512,29.410696,-62.069354
267.48215,51.471452,-82.820018,103.64939,85.409309,30.756323,-63.222935
267.48312,53.060431,-83.007275,102.06999,85.360049,32.219581,-64.349978
267.48404,54.53208,-83.190847,100.60358,85.302269,33.578521,-65.337478
267.48492,56.000216,-83.383567,99.13733,85.232902,34.937408,-66.275765
267.48584,57.469167,-83.565438,97.671411,85.160989,36.306211,-67.138442
267.48672,58.93887,-83.73727,96.205814,85.086413,37.683824,-67.933232
267.5125,101.1602,-86.654431,54.44903,80.664802,78.693764,-77.63358
267.5134,102.64761,-86.725512,52.994897,80.360895,80.160322,-77.754867
267.5143,104.13526,-86.795208,51.542737,80.038701,81.627899,-77.86696
267.5152,105.62308,-86.863635,50.092746,79.69668,83.096387,-77.97015
267.5161,107.11111,-86.930939,48.645075,79.333021,84.56577,-78.06471
267.51703,108.59761,-86.995803,47.200315,78.950602,86.033462,-78.151573
267.5179,110.07241,-87.049682,45.760387,78.577326,87.484406,-78.235501
267.5189,111.66083,-87.106634,44.212562,78.145937,89.047824,-78.317083
267.5198,113.13591,-87.158639,42.778204,77.715308,90.500272,-78.384882
267.5207,114.61115,-87.209889,41.346941,77.252668,91.953398,-78.445097
267.5216,116.08649,-87.260499,39.919115,76.754696,93.407108,-78.497884
267.5225,117.56195,-87.31055,38.495076,76.217554,94.86139,-78.54329
267.5234,119.03752,-87.360166,37.075276,75.63681,96.316187,-78.581386
267.5243,120.5132,-87.409432,35.660188,75.007428,97.771477,-78.612189
267.5252,121.98897,-87.458475,34.250397,74.323569,99.227195,-78.635736
267.52612,123.46485,-87.507404,32.846573,73.578419,100.68334,-78.651981
267.52707,125.05436,-87.560114,31.342315,72.698306,102.2519,-78.6613
267.52798,126.53041,-87.609223,29.953553,71.799067,103.70874,-78.662294
267.5289,128.00653,-87.658612,28.573663,70.809628,105.16585,-78.655814
267.5298,129.48275,-87.708456,27.203955,69.716832,106.62325,-78.641741
267.5307,130.95903,-87.7589,25.846069,68.505292,108.08084,-78.619937
267.5316,132.43537,-87.810123,24.501923,67.156504,109.5386,-78.590222
267.5325,133.91177,-87.862336,23.173901,65.648355,110.99649,-78.552414
267.53342,135.38824,-87.915741,21.864904,63.954228,112.45449,-78.506241
267.5343,136.86669,-87.955153,20.564988,62.08448,113.9105,-78.450866
267.53522,138.34562,-87.991813,19.287919,59.970029,115.36608,-78.386387
267.5362,139.93837,-88.032227,17.94767,57.354659,116.93359,-78.306591
267.53708,141.41739,-88.070803,16.743151,54.551159,118.38902,-78.222408
267.538,142.89643,-88.110639,15.586294,51.316936,119.8443,-78.128065
267.53888,144.37552,-88.151986,14.488455,47.572836,121.29939,-78.023036
267.5398,145.85462,-88.195146,13.464065,43.231768,122.75422,-77.906745
267.54068,147.33376,-88.240471,12.531107,38.205124,124.20874,-77.77853
267.5416,148.8129,-88.288367,11.711417,32.418511,125.66286,-77.637655
267.5425,150.29208,-88.339362,11.030212,25.836221,127.11655,-77.483324
267.5434,151.77126,-88.394011,10.514399,18.496849,128.5697,-77.31458
267.54437,153.36424,-88.457817,10.172528,9.9150258,130.13395,-77.115562
267.5453,154.84344,-88.522601,10.072633,1.5980161,131.58573,-76.913415
267.54617,156.32261,-88.593883,10.188751,-6.7043817,133.03666,-76.693245
267.5471,157.8018,-88.6731,10.513668,-14.653136,134.48669,-76.453492
267.54797,159.28094,-88.762077,11.028899,-21.988308,135.93563,-76.192466
267.5489,160.76007,-88.863205,11.709279,-28.565179,137.38338,-75.908163
267.5498,162.23914,-88.979675,12.52788,-34.345661,138.82974,-75.59838
267.5507,163.71914,-89.066704,13.447941,-39.417113,140.2717,-75.247086
267.5516,165.20006,-89.118133,14.450951,-43.851998,141.7089,-74.850762
267.55258,166.7949,-89.185353,15.616352,-47.956868,143.25405,-74.383483
267.55347,168.27581,-89.263172,16.761916,-51.235123,144.68605,-73.907577
267.55438,169.75668,-89.362577,17.956531,-54.079173,146.115,-73.386206
267.55527,171.23751,-89.494672,19.191035,-56.556538,147.54047,-72.813634
267.55618,172.7183,-89.679598,20.45818,-58.724564,148.96196,-72.183123
267.5571,174.19897,-89.95811,21.752244,-60.631077,150.37886,-71.486689
267.55798,175.6794,-90.426553,23.068673,-62.315808,151.79042,-70.714812
267.5589,177.15925,-91.382376,24.403829,-63.81161,153.19581,-69.856034
267.55978,178.6366,-94.411854,25.75479,-65.145728,154.59393,-68.896644
267.5607,179.81389,139.36673,27.119156,-66.340683,155.98351,-67.819827
267.56168,178.2749,96.003849,28.601248,-67.493471,157.46854,-66.505294
267.56256,176.79646,93.882129,29.987661,-68.455996,158.83474,-65.113521
267.56348,175.31641,93.101939,31.38251,-69.328027,160.18599,-63.524224
267.56436,173.83592,92.697397,32.784694,-70.12054,161.51896,-61.697146
267.56528,172.35523,92.450542,34.193309,-70.842906,162.8294,-59.581487
267.5662,170.87445,92.284787,35.607566,-71.50304,164.11165,-57.112937
267.56708,169.39366,92.136193,37.025296,-72.115804,165.35522,-54.193926
267.568,167.91292,91.920276,38.441796,-72.709438,166.53968,-50.670804
267.56888,166.43205,91.752018,39.862794,-73.256544,167.66235,-46.48022
267.56985,164.83715,91.608144,41.397582,-73.798939,168.78097,-41.053619
267.57077,163.35612,91.499727,42.826444,-74.263428,169.7096,-35.002082
267.57166,161.87503,91.409493,44.258541,-74.69372,170.50015,-27.842679
267.57257,160.3939,91.333343,45.693552,-75.092897,171.11568,-19.536134
267.5735,158.91274,91.26836,47.131186,-75.463653,171.51796,-10.219454
267.57437,157.43155,91.212287,48.571219,-75.808358,171.67594,-0.26639854
267.5753,155.95034,91.163593,50.013426,-76.129118,171.57588,9.7568234
267.57617,154.46914,91.120947,51.457609,-76.427816,171.22656,19.260252
267.5771,152.98791,91.083392,52.903594,-76.70613,170.65585,27.817596
267.57797,151.50666,91.050152,54.351248,-76.965526,169.9012,35.240745
267.57895,149.91146,91.018476,55.911947,-77.225271,168.926,41.977377
267.57986,148.43022,90.992345,57.362585,-77.449538,167.90429,47.189682
267.58075,146.94895,90.968961,58.814501,-77.658577,166.79721,51.554377
267.58167,145.46768,90.948005,60.267581,-77.853364,165.62447,55.220571
267.58258,143.98641,90.929144,61.721717,-78.034775,164.40085,58.317697
267.58347,142.50513,90.912212,63.176844,-78.203564,163.13744,60.952772
267.58438,141.02864,90.864724,64.623512,-78.373057,161.83514,63.136054
267.58527,139.55266,90.817043,66.070073,-78.532563,160.50848,65.011391
267.58618,138.07666,90.772685,67.517542,-78.681201,159.16293,66.641269
267.58716,136.48709,90.728227,69.077303,-78.829749,157.69667,68.169972
267.58804,135.01104,90.689698,70.52646,-78.957484,156.32202,69.414398
267.58896,133.53501,90.653552,71.976308,-79.075884,154.93689,70.517414
267.58987,132.05891,90.619557,73.426862,-79.185301,153.54287,71.500309
267.59076,130.58281,90.587522,74.878034,-79.286107,152.14134,72.380478
267.59167,129.10667,90.557239,76.32979,-79.37864,150.73336,73.17213
267.59256,127.63054,90.528562,77.782063,-79.463181,149.31986,73.887075
267.59348,126.15439,90.501346,79.234822,-79.539983,147.90154,74.535119
267.59436,124.67823,90.475475,80.68803,-79.609268,146.47906,75.124534
267.59528,123.20205,90.450808,82.14164,-79.671259,145.0529,75.66222
267.59625,121.61232,90.425487,83.707476,-79.730035,143.51345,76.190174
267.59717,120.13612,90.403026,85.161823,-79.777371,142.08099,76.638311
267.59805,118.65993,90.381496,86.616473,-79.817852,140.64604,77.050309
267.59897,117.18372,90.360802,88.071378,-79.851592,139.20883,77.429803
267.59985,115.70749,90.340903,89.526546,-79.878664,137.76963,77.780069
267.60077,114.22826,90.31186,90.982688,-79.902991,136.32298,78.087279
267.60165,112.74688,90.276832,92.439642,-79.923462,134.87095,78.359768
267.60257,111.26549,90.242738,93.896796,-79.937385,133.41773,78.611425
267.6035,109.78409,90.209485,95.354115,-79.944761,131.96344,78.84401
267.60443,108.18872,90.17451,96.923728,-79.945371,130.39624,79.074959
267.60535,106.70729,90.142721,98.38134,-79.939091,128.94008,79.272701
267.60626,105.22585,90.11152,99.839043,-79.926148,127.48315,79.455605
267.60715,103.74441,90.080829,101.29681,-79.906469,126.02554,79.624743
267.60806,102.26297,90.050574,102.75459,-79.87996,124.56732,79.781059
267.60895,100.78151,90.020695,104.21239,-79.846474,123.10855,79.925412
267.60986,99.300056,89.991123,105.67014,-79.80586,121.64928,80.05854
267.61078,97.818598,89.961795,107.12782,-79.757938,120.18956,80.181128
267.61166,96.337139,89.932648,108.58541,-79.702502,118.72946,80.293797
267.61258,94.855679,89.903614,110.04285,-79.639327,117.26901,80.397064
267.61356,93.260265,89.872429,111.61222,-79.562285,115.69588,80.498344
267.61444,91.778809,89.843469,113.06927,-79.482078,114.23485,80.583628
267.61536,90.297358,89.814448,114.52606,-79.393158,112.77358,80.660848
267.61624,88.815911,89.785314,115.98256,-79.295119,111.31212,80.730373
267.61716,87.331534,89.755128,117.44032,-79.185058,109.84657,80.789113
267.61804,85.839572,89.722439,118.9018,-79.058317,108.37078,80.832042
267.61896,84.347621,89.68942,120.36274,-78.920671,106.89499,80.868135
267.61987,82.85568,89.656039,121.82308,-78.771439,105.41923,80.897633
267.62076,81.363752,89.622196,123.28275,-78.609893,103.94352,80.920642
267.62173,79.757076,89.585158,124.85388,-78.421241,102.35438,80.938346
267.62265,78.26518,89.550137,126.31192,-78.23146,100.87885,80.948326
267.62354,76.7733,89.514429,127.76906,-78.026564,99.403456,80.952184
267.62445,75.281444,89.477949,129.22518,-77.805433,97.92822,80.949985
267.62534,73.789602,89.44061,130.68019,-77.566763,96.453159,80.94177
267.62625,72.297789,89.402325,132.13395,-77.309123,94.978305,80.927568
267.62717,70.806,89.362977,133.58632,-77.03088,93.503671,80.90735
267.62805,69.314242,89.322485,135.03719,-76.730202,92.029309,80.881158
267.62897,67.822508,89.280725,136.48635,-76.40501,90.555214,80.84892
267.62985,66.33081,89.237563,137.93362,-76.052915,89.081433,80.810569
267.63083,64.724407,89.189392,139.48985,-75.640561,87.494658,80.762382
267.63174,63.232785,89.142923,140.93245,-75.223538,86.021602,80.71112
267.63263,61.741203,89.094629,142.37239,-74.76997,84.548945,80.653476
267.63354,60.249671,89.044341,143.8093,-74.275674,83.07671,80.589282
267.63443,59.112872,89.048102,144.89043,-73.794785,81.948977,80.5611
267.63535,57.986607,89.053264,145.95808,-73.283326,80.831558,80.530369
267.63626,56.860338,89.05819,147.02244,-72.736772,79.714244,80.495811
267.63715,55.734061,89.062863,148.08318,-72.151741,78.597044,80.45733
267.63806,54.607782,89.067314,149.13994,-71.524461,77.479975,80.414902
267.63904,53.394862,89.071825,150.27303,-70.79672,76.277134,80.364641
267.63992,52.268573,89.075758,151.3201,-70.067274,75.160381,80.313657
267.64084,51.14228,89.079458,152.36169,-69.280407,74.043791,80.258411
267.64172,50.015984,89.082921,153.39716,-68.429735,72.927402,80.198815
267.64264,48.889683,89.086128,154.42578,-67.50799,71.811206,80.134698
267.77805,9.8216612,133.88202,162.87802,141.40461,33.938423,138.20763
267.78278,8.3719932,137.58027,161.4514,143.66356,32.499115,141.60685
267.79645,4.2787462,154.58316,157.38387,150.07166,28.426714,152.15301
267.8088,2.0155709,-150.47347,154.30404,153.83202,25.454482,161.46575
267.81064,1.9904133,-136.58171,153.8892,154.28004,25.06954,162.82169
267.81152,2.0218528,-129.70826,153.68341,154.49881,24.88074,163.51466
267.8161,2.5580608,-101.49079,152.65565,155.55716,23.963234,167.18852
267.82153,2.4864392,-101.57888,152.68144,155.79513,23.972638,167.13204
267.8225,2.4435824,-102.41124,152.72354,155.80878,24.006717,166.98279
267.8234,2.4042648,-103.21035,152.76264,155.82155,24.038488,166.84463
267.8243,2.3654273,-104.03607,152.80178,155.83433,24.070394,166.70677
267.82703,2.2520684,-106.68107,152.9193,155.87312,24.166861,166.29556
267.8279,2.2154179,-107.62215,152.9585,155.88614,24.199274,166.1592
267.82883,2.1793888,-108.59457,152.99774,155.89924,24.231803,166.02324
267.8297,2.1440089,-109.59965,153.03699,155.91239,24.264477,165.88767
267.8334,2.0071831,-114.05171,153.19723,155.96666,24.398892,165.33871
267.83432,1.9997751,-113.8422,153.1897,155.96769,24.389862,165.3113
267.8352,1.9979856,-113.32407,153.17169,155.96595,24.371402,165.30768
267.837,1.9949079,-112.28481,153.13568,155.96254,24.334465,165.30051
267.83792,1.9936151,-111.76407,153.11767,155.96083,24.315993,165.2969
267.8389,1.9924031,-111.2026,153.09829,155.959,24.296102,165.29302
267.8434,1.9892988,-108.58903,153.00826,155.95059,24.203753,165.27497
267.8452,1.989221,-107.54238,152.97226,155.94728,24.166819,165.26778
267.84702,1.9898059,-106.49595,152.93626,155.94401,24.12988,165.26058
267.848,1.9903941,-105.93277,152.91687,155.94223,24.109987,165.25667
267.84888,1.9911131,-105.41035,152.89887,155.94063,24.091527,165.25311
267.8498,1.9919958,-104.88806,152.88087,155.939,24.073049,165.24947
267.8534,1.9868439,-102.06993,152.78676,155.98732,23.974916,165.23495
267.8571,1.9852939,-99.082314,152.68768,156.04409,23.87144,165.22008
267.8607,1.9890157,-96.154218,152.59042,156.09947,23.769922,165.20545
267.8718,2.0322792,-89.692632,152.36961,156.27206,23.540902,165.28953
267.87833,2.067382,-87.77878,152.29824,156.37549,23.468338,165.43577
267.8811,2.0830055,-86.984631,152.26788,156.41934,23.437492,165.49829
267.88202,2.0881652,-86.72891,152.25802,156.43358,23.42746,165.51862
267.89203,2.1242364,-89.036009,152.32174,156.30339,23.49716,165.65118
267.9002,2.1550498,-91.626781,152.39983,156.15247,23.581594,165.74508
267.902,2.1636548,-92.528663,152.42782,156.08757,23.611797,165.75331
267.90292,2.1681621,-92.979465,152.44189,156.05486,23.626984,165.75732
267.9066,2.1879262,-94.796931,152.49914,155.92106,23.688881,165.77359
267.90842,2.1984188,-95.676177,152.52718,155.85521,23.719236,165.78153
267.9111,2.2151071,-96.979215,152.56917,155.75616,23.764777,165.79335
267.91202,2.2209237,-97.40888,152.58315,155.72307,23.779941,165.79725
267.9129,2.2268606,-97.836498,152.59712,155.68994,23.795118,165.80116
267.9175,2.2586257,-99.932046,152.6665,155.52264,23.870608,165.82017
267.9193,2.2711954,-100.63944,152.69006,155.46005,23.896372,165.82563
267.9202,2.277606,-100.99007,152.70182,155.4287,23.909247,165.82832
267.9229,2.2973478,-102.03038,152.73707,155.33451,23.947879,165.83641
267.9239,2.3046172,-102.3995,152.74972,155.30065,23.961744,165.83931
267.9248,2.3114503,-102.73997,152.76144,155.26915,23.974611,165.84197
267.9266,2.3253623,-103.415,152.78487,155.20611,24.000349,165.84731
267.9284,2.339594,-104.08204,152.80828,155.14295,24.026086,165.85264
267.9339,2.382681,-105.8604,152.87171,154.96453,24.096259,165.87246
267.93478,2.3845993,-105.62285,152.86227,154.97278,24.086672,165.8859
267.94022,2.3969597,-104.20615,152.80566,155.0221,24.029152,165.96668
267.9412,2.3993305,-103.95346,152.7955,155.03094,24.018831,165.98122
267.94208,2.4015739,-103.71911,152.78605,155.03914,24.009246,165.99474
267.943,2.4038596,-103.48543,152.77662,155.0473,23.999664,166.00823
267.9457,2.4109506,-102.7869,152.74832,155.07186,23.970928,166.04888
267.9475,2.415876,-102.32332,152.72944,155.08822,23.951766,166.07604
267.9484,2.4184004,-102.09242,152.72001,155.09635,23.942192,166.08961
267.9503,2.4237574,-101.61353,152.70039,155.11332,23.922272,166.11784
267.95117,2.4262837,-101.37072,152.69043,155.122,23.912146,166.13122
267.9521,2.4288536,-101.12807,152.68047,155.13067,23.901996,166.14457
267.95297,2.4314687,-100.88616,152.6705,155.13933,23.891866,166.15798
267.9539,2.4341272,-100.64454,152.66053,155.14799,23.881717,166.17135
267.9548,2.4368267,-100.40369,152.65057,155.15665,23.871585,166.18476
267.9566,2.4423553,-99.923617,152.63065,155.17394,23.851322,166.21161
267.9575,2.4451825,-99.684169,152.62068,155.18254,23.841181,166.225
267.96118,2.4571566,-98.714389,152.58007,155.2177,23.799873,166.27992
267.9621,2.4601976,-98.47807,152.57011,155.22631,23.789744,166.29341
267.96298,2.4632834,-98.242327,152.56015,155.23491,23.779622,166.30693
267.96667,2.4762897,-97.286993,152.51953,155.26993,23.738328,166.36212
267.96756,2.4800752,-97.063283,152.50979,155.27737,23.728537,166.3769
267.97647,2.5209912,-94.929885,152.4147,155.34657,23.633331,166.5273
267.98465,2.5609881,-93.026843,152.32736,155.41128,23.545845,166.66549
267.98737,2.5732691,-92.413238,152.29917,155.43531,23.517337,166.70799
267.98825,2.5774266,-92.210049,152.28977,155.44335,23.507844,166.72223
267.99014,2.5861684,-91.790112,152.27027,155.45994,23.488115,166.75173
267.99103,2.5904246,-91.588838,152.26087,155.46795,23.478618,166.76598
267.99286,2.5990344,-91.188499,152.24209,155.48388,23.459625,166.79444
267.99374,2.6033875,-90.989216,152.23268,155.49188,23.450132,166.80873
267.99466,2.6077729,-90.7906,152.22329,155.49986,23.440633,166.82301
267.99738,2.6211098,-90.19899,152.19511,155.52375,23.412158,166.86592
267.99924,2.6305071,-89.793005,152.1756,155.54026,23.392455,166.8957
268.00653,2.589915,-90.390379,152.21802,155.55986,23.425735,166.7843
268.00742,2.5834119,-90.509172,152.22559,155.56141,23.43202,166.76607
268.01013,2.5639618,-90.869494,152.24833,155.56612,23.450901,166.71151
268.01285,2.5446204,-91.235078,152.27106,155.57082,23.469788,166.65701
268.01654,2.5185014,-91.741199,152.30197,155.57725,23.495503,166.58311
268.01834,2.4623009,-92.644434,152.35935,155.63002,23.543964,166.45424
268.01923,2.4288331,-93.200221,152.39352,155.66303,23.572921,166.37804
268.02505,2.218682,-97.189321,152.61418,155.87876,23.76108,165.89043
268.0307,2.0282561,-101.79632,152.8266,156.09095,23.944175,165.42815
268.0316,1.9990449,-102.61604,152.86066,156.12542,23.973711,165.35469
268.0373,1.9887442,-106.22583,152.98596,156.04722,24.096561,165.27212
268.0409,2.0407878,-107.82331,153.03521,155.89757,24.153075,165.34651
268.0418,2.0540364,-108.20971,153.04749,155.86009,24.167201,165.36506
268.0427,2.0673781,-108.59149,153.05977,155.82252,24.18134,165.38354
268.0454,2.107938,-109.70728,153.09652,155.70969,24.22376,165.4389
268.0464,2.1226875,-110.09727,153.10969,155.66911,24.238984,165.45871
268.0491,2.1642789,-111.15557,153.14629,155.55582,24.281422,165.51375
268.05,2.1783025,-111.49943,153.15847,155.51797,24.295576,165.53203
268.05182,2.1954693,-111.27206,153.15037,155.51009,24.289723,165.5962
268.0527,2.2032627,-111.09227,153.14388,155.51117,24.28426,165.63035
268.05362,2.2110739,-110.91378,153.13742,155.51231,24.278802,165.66453
268.05908,2.2590164,-109.85571,153.09813,155.51904,24.245802,165.87255
268.0609,2.2749545,-109.51729,153.08522,155.52128,24.234997,165.94114
268.0673,2.3324878,-108.36675,153.03993,155.52777,24.197428,166.18511
268.07382,2.4000676,-107.39832,152.99883,155.51375,24.166032,166.44796
268.08493,2.5126976,-105.61828,152.91815,155.48677,24.101773,166.87532
268.09827,2.622811,-101.58544,152.72741,155.42745,23.924056,167.20668
268.11334,2.340724,-93.663921,152.47962,156.04069,23.603474,166.38832
268.11792,2.2515235,-91.310746,152.42358,156.21244,23.525551,166.08747
268.12265,2.1798085,-91.183447,152.44381,156.23205,23.531646,165.80578
268.13464,2.0398225,-91.346133,152.49675,156.19761,23.557527,165.19921
268.1441,2.2712828,-95.143659,152.54385,155.50042,23.643726,165.58671
268.14682,2.3392588,-96.092709,152.5566,155.29991,23.668601,165.69712
268.1496,2.4096094,-97.01025,152.56932,155.09401,23.694187,165.81007
268.15048,2.431351,-97.288654,152.57359,155.03371,23.702498,165.84812
268.15408,2.5058792,-98.276973,152.59275,154.8613,23.73568,166.0145
268.1587,2.6014706,-99.44923,152.61669,154.64205,23.778082,166.22487
268.16138,2.6584357,-100.10199,152.63061,154.5123,23.803297,166.3488
268.166,2.755583,-101.1454,152.65388,154.29233,23.846243,166.55782
268.1707,2.5996743,-102.34337,152.75019,154.632,23.909977,166.28187
268.17612,2.3503886,-104.02186,152.87884,155.1854,23.989762,165.83026
268.1816,2.1004614,-106.12646,153.00643,155.7514,24.072097,165.37626
268.1834,2.0189255,-106.93249,153.04782,155.93888,24.099517,165.22757
268.1862,2.0741354,-106.87603,153.04211,155.89805,24.101629,165.41657
268.18707,2.09578,-106.83176,153.03883,155.87802,24.101561,165.48657
268.19092,2.1873659,-106.65453,153.02501,155.79331,24.101649,165.78265
268.19272,2.2306681,-106.57566,153.01846,155.75333,24.101904,165.92265
268.20688,2.5454534,-104.27327,152.88832,155.40721,24.023673,166.86334
268.22522,2.3194753,-100.77883,152.79826,155.98582,23.879617,166.43207
