#GET [h], theta_SUN [deg], phi_SUN [deg], theta_MOON [deg], phi_MOON [deg], theta_EARTH [deg], phi_EARTH [deg] 
251.21312,164.08537,-124.72186,24.572298,-42.959528,141.68236,-94.443686
251.21404,164.30603,-124.5585,24.501352,-43.680519,141.82012,-94.395852
251.215,164.54359,-124.37804,24.429296,-44.461829,141.96904,-94.344322
251.2159,164.76414,-124.20608,24.366459,-45.191651,142.10785,-94.296418
251.21681,165.00765,-123.99706,24.292221,-46.028803,142.25692,-94.25476
251.21771,165.38466,-123.58516,24.138558,-47.479771,142.46457,-94.250463
251.21861,165.76115,-123.15334,23.999534,-48.948362,142.67509,-94.247536
251.21951,166.13705,-122.69999,23.875379,-50.433069,142.88847,-94.245996
251.22041,166.51229,-122.22322,23.76631,-51.93224,143.10471,-94.245737
251.22131,166.88678,-121.72106,23.672512,-53.4442,143.32382,-94.246766
251.22223,167.26045,-121.19122,23.594148,-54.967097,143.54581,-94.248968
251.22319,167.66182,-120.58682,23.527166,-56.617262,143.7881,-94.252673
251.22409,168.03347,-119.99118,23.481245,-58.156858,144.01608,-94.257226
251.225,168.40396,-119.35921,23.451053,-59.701473,144.24697,-94.262852
251.2259,168.77317,-118.68741,23.436635,-61.249044,144.48075,-94.269504
251.2268,169.14094,-117.97176,23.437976,-62.797572,144.71743,-94.277121
251.2277,169.50711,-117.2078,23.455045,-64.344977,144.95702,-94.285648
251.2286,169.87148,-116.39042,23.487765,-65.889286,145.19951,-94.295034
251.2295,170.23383,-115.51393,23.536039,-67.428471,145.44492,-94.305233
251.23042,170.59391,-114.57172,23.599708,-68.96064,145.69322,-94.316177
251.23132,170.95144,-113.5565,23.678642,-70.483897,145.94445,-94.327846
251.23228,171.3332,-112.37162,23.780455,-72.112346,146.21824,-94.341138
251.2332,171.68428,-111.17618,23.890391,-73.611518,146.47551,-94.354121
251.2341,171.97598,-109.60207,23.952191,-75.017443,146.67415,-94.283244
251.235,172.25041,-107.85973,24.015043,-76.40134,146.86318,-94.195582
251.2359,172.51733,-105.99252,24.090781,-77.777817,147.05437,-94.107203
251.2368,172.77587,-103.99051,24.179231,-79.145526,147.24768,-94.01801
251.2377,173.02513,-101.84374,24.280281,-80.503221,147.44318,-93.927907
251.23862,173.26401,-99.5424,24.393697,-81.849698,147.6408,-93.83689
251.23952,173.4914,-97.076985,24.519322,-83.183823,147.84057,-93.744816
251.24048,173.72196,-94.228906,24.667997,-84.605599,148.05809,-93.644432
251.2414,173.92131,-91.398137,24.818254,-85.910858,148.2623,-93.549993
251.2423,174.10497,-88.383966,24.980018,-87.200817,148.46863,-93.454273
251.2432,174.27142,-85.186154,25.153039,-88.47468,148.6771,-93.357231
251.2441,174.4191,-81.808579,25.337058,-89.731738,148.88768,-93.258701
251.245,174.54647,-78.261052,25.531812,-90.971364,149.10038,-93.158674
251.2459,174.65207,-74.559154,25.737009,-92.193017,149.31518,-93.056993
251.24681,174.73461,-70.725264,25.952412,-93.396229,149.5321,-92.953639
251.24771,174.79296,-66.787726,26.177726,-94.580616,149.75112,-92.848448
251.24861,174.82629,-62.78068,26.412657,-95.745879,149.97224,-92.741361
251.24959,174.83366,-58.430941,26.67611,-96.979095,150.21271,-92.623742
251.25049,174.77306,-54.480774,26.894782,-98.133413,150.40081,-92.465589
251.25139,174.65276,-50.731415,27.092118,-99.297063,150.5577,-92.263556
251.25229,174.51068,-47.161523,27.299369,-100.44457,150.71617,-92.05871
251.25319,174.34845,-43.784019,27.516307,-101.57557,150.87622,-91.85093
251.2541,174.16775,-40.60521,27.742688,-102.68974,151.03785,-91.640076
251.255,173.97024,-37.626029,27.978269,-103.7868,151.20103,-91.426084
251.2559,173.75752,-34.84284,28.222805,-104.86659,151.36577,-91.208834
251.2568,173.53108,-32.248712,28.476062,-105.92896,151.53204,-90.988192
251.25778,173.27345,-29.656328,28.758237,-107.05342,151.71278,-90.746594
251.25868,173.0228,-27.424792,29.028791,-108.07932,151.88217,-90.518471
251.25958,172.76232,-25.351021,29.307315,-109.08763,152.05306,-90.286509
251.26048,172.49302,-23.424008,29.593549,-110.07841,152.22541,-90.050643
251.26138,172.21583,-21.632619,29.88727,-111.05174,152.39921,-89.810713
251.2623,171.93155,-19.96626,30.188237,-112.00771,152.57445,-89.566534
251.2632,171.64091,-18.414977,30.496219,-112.94648,152.7511,-89.317972
251.2641,171.34455,-16.969209,30.811018,-113.86821,152.92916,-89.064879
251.265,171.04304,-15.620412,31.132395,-114.77312,153.10861,-88.807095
251.2659,170.73686,-14.36064,31.460122,-115.66142,153.28941,-88.544395
251.26688,170.39358,-13.087029,31.823838,-116.61605,153.48517,-88.240801
251.26778,170.03928,-11.960245,32.182372,-117.54189,153.66657,-87.899318
251.26868,169.68136,-10.911699,32.547873,-118.44924,153.84901,-87.551169
251.26958,169.32022,-9.9344874,32.920054,-119.33846,154.03242,-87.196232
251.2705,168.95616,-9.0220015,33.29871,-120.20988,154.21681,-86.834266
251.2714,168.58945,-8.1687255,33.683582,-121.06389,154.40209,-86.464994
251.2723,168.22035,-7.3693661,34.07447,-121.90083,154.58827,-86.088209
251.2732,167.84908,-6.6195365,34.471122,-122.72111,154.77525,-85.703636
251.2741,167.47584,-5.9149568,34.87336,-123.52512,154.96305,-85.311078
251.27507,167.07186,-5.2027255,35.312522,-124.37325,155.16611,-84.879004
251.27597,166.69504,-4.5810471,35.725661,-125.14477,155.35537,-84.468901
251.27687,166.31671,-3.9944198,36.143775,-125.90123,155.54529,-84.04988
251.27777,165.93701,-3.4403046,36.566648,-126.64309,155.73579,-83.621747
251.27869,165.55604,-2.916312,36.994095,-127.37075,155.92681,-83.184104
251.27959,165.1739,-2.4200613,37.425989,-128.08458,156.11833,-82.736701
251.28049,164.79069,-1.9497197,37.86212,-128.785,156.31026,-82.279154
251.28139,164.40649,-1.5034439,38.302341,-129.47242,156.50255,-81.811204
251.28229,164.02135,-1.0795869,38.746497,-130.14721,156.69512,-81.332407
251.28319,163.63537,-0.67661683,39.194438,-130.80978,156.88793,-80.842495
251.28416,163.2069,-0.73796308,39.578807,-131.6268,156.95013,-80.325378
251.28506,162.80692,-0.86727666,39.925243,-132.39203,156.98426,-79.843175
251.28596,162.40687,-0.99019848,40.277688,-133.14531,157.01852,-79.355854
251.28688,162.00674,-1.1072617,40.635966,-133.88683,157.05283,-78.863284
251.28778,161.60653,-1.2187723,40.999952,-134.61671,157.08715,-78.365356
251.28868,161.20626,-1.3250416,41.369501,-135.33512,157.12148,-77.862015
251.28958,160.80592,-1.4264112,41.744465,-136.04224,157.15575,-77.353158
251.29048,160.40552,-1.5231954,42.124698,-136.73824,157.18992,-76.838694
251.29138,160.00507,-1.6156005,42.510075,-137.4233,157.22397,-76.318516
251.29236,159.57376,-1.7105532,42.930687,-138.14905,157.26042,-75.751855
251.29326,159.17321,-1.7947024,43.326309,-138.812,157.29403,-75.219538
251.29417,158.7726,-1.8751879,43.726676,-139.46462,157.32736,-74.681209
251.29507,158.37197,-1.9521526,44.131669,-140.10707,157.36041,-74.136848
251.29597,157.9713,-2.0258735,44.541142,-140.7396,157.39306,-73.586325
251.29688,157.57058,-2.0964619,44.954995,-141.36238,157.42528,-73.029491
251.29778,157.16984,-2.1640254,45.37312,-141.97562,157.45707,-72.466334
251.29868,156.76907,-2.2288015,45.795371,-142.57953,157.4883,-71.896747
251.29958,156.36827,-2.290873,46.221667,-143.17433,157.51895,-71.320619
251.30049,156.00312,-2.334561,46.62095,-143.71601,157.55753,-70.795757
251.30145,155.64376,-2.3650978,47.024709,-144.24965,157.60669,-70.278475
251.30237,155.31008,-2.3923207,47.402203,-144.73871,157.65195,-69.791647
251.30327,154.97639,-2.4185481,47.782123,-145.2217,157.69674,-69.298451
251.30417,154.6427,-2.443817,48.164381,-145.69875,157.74101,-68.798867
251.30507,154.309,-2.4681165,48.548947,-146.16999,157.78475,-68.29278
251.30597,153.97531,-2.491481,48.935744,-146.63555,157.82789,-67.780154
251.30687,153.6416,-2.5139991,49.324709,-147.09557,157.87033,-67.260874
251.30779,153.3079,-2.53564,49.715794,-147.55019,157.91207,-66.734903
251.30869,152.97419,-2.5564705,50.108942,-147.99954,157.95303,-66.202206
251.30965,152.61482,-2.5779602,50.534589,-148.47767,157.99623,-65.620874
251.31056,152.28111,-2.5971278,50.931847,-148.91646,158.03541,-65.073944
251.31146,151.9474,-2.6155587,51.330987,-149.35034,158.0736,-64.520068
251.31236,151.61369,-2.6332374,51.731985,-149.77948,158.11079,-63.959206
251.31326,151.27999,-2.6501867,52.134772,-150.20395,158.14691,-63.391313
251.31416,150.94628,-2.6664624,52.539296,-150.62392,158.18186,-62.816347
251.31506,150.61257,-2.6820835,52.945501,-151.0395,158.21559,-62.234284
251.31598,150.27887,-2.6970143,53.353343,-151.45076,158.24802,-61.645029
251.31688,150.02572,-2.6910527,53.667425,-151.751,158.27779,-61.179354
251.31778,150.05232,-2.6142715,53.651021,-151.67839,158.30249,-61.164755
251.31876,150.0809,-2.5314081,53.633435,-151.60013,158.32909,-61.148896
251.31966,150.10738,-2.4542858,53.617197,-151.52741,158.35381,-61.134057
251.32056,150.1338,-2.3769984,53.601037,-151.45461,158.37853,-61.11908
251.32146,150.16016,-2.2995463,53.584965,-151.38178,158.40326,-61.103985
251.32236,150.18645,-2.2219465,53.56897,-151.30888,158.42798,-61.088766
251.32326,150.21269,-2.1441647,53.553057,-151.23592,158.45271,-61.073417
251.32417,150.23887,-2.066218,53.537228,-151.16291,158.47746,-61.057942
251.32507,150.26499,-1.9880887,53.521489,-151.08984,158.50222,-61.042333
251.32597,150.29104,-1.9098466,53.505813,-151.01671,158.52695,-61.026617
251.32695,150.31904,-1.8253546,53.489034,-150.93789,158.55362,-61.009536
251.32785,150.34496,-1.7467345,53.473545,-150.86465,158.57839,-60.993539
251.32875,150.37083,-1.6679669,53.458132,-150.79135,158.60316,-60.977431
251.32965,150.39664,-1.5890165,53.442802,-150.71799,158.62793,-60.961182
251.33055,150.42238,-1.5099007,53.427561,-150.64459,158.65272,-60.944808
251.33145,150.44806,-1.4306369,53.412389,-150.57111,158.67749,-60.928298
251.33237,150.47368,-1.3511904,53.397309,-150.49759,158.70229,-60.91166
251.33327,150.49923,-1.2715784,53.382317,-150.42402,158.7271,-60.894897
251.33417,150.42971,-1.3425332,53.399789,-150.42928,158.62116,-60.773988
251.33507,150.35138,-1.4267663,53.420213,-150.44182,158.5032,-60.644744
251.33604,150.26695,-1.5169221,53.442133,-150.45535,158.37607,-60.507016
251.33694,150.18848,-1.6000372,53.462447,-150.46793,158.25799,-60.380398
251.33784,150.10993,-1.6826541,53.48271,-150.48056,158.13985,-60.25505
251.33875,150.03132,-1.7647412,53.502915,-150.49321,158.02166,-60.130909
251.33965,149.95265,-1.8462674,53.523096,-150.5059,157.90345,-60.007955
251.34056,149.8739,-1.9273051,53.543206,-150.5186,157.78517,-59.886189
251.34146,149.79509,-2.0078233,53.563283,-150.53136,157.66686,-59.765601
251.34236,149.71622,-2.0878079,53.58331,-150.54412,157.54851,-59.646136
251.34326,149.63728,-2.1672795,53.603301,-150.55694,157.43014,-59.527804
251.34424,149.5522,-2.2523218,53.624764,-150.57077,157.30259,-59.401621
251.34514,149.47313,-2.330721,53.644666,-150.58364,157.18415,-59.285551
251.34604,149.394,-2.408651,53.664512,-150.59655,157.06565,-59.170575
251.34694,149.3148,-2.486064,53.684321,-150.60948,156.94713,-59.056643
251.34785,149.23554,-2.562997,53.704079,-150.62245,156.82856,-58.943758
251.34875,149.15622,-2.6394362,53.723792,-150.63544,156.70996,-58.831898
251.34966,149.07684,-2.7153677,53.74348,-150.64848,156.59136,-58.721032
251.35056,148.81919,-2.9713691,53.78833,-150.6671,156.17771,-58.369161
251.35146,148.44556,-3.3346647,53.847759,-150.69009,155.57333,-57.878375
251.35243,148.04167,-3.7138563,53.909507,-150.71604,154.9217,-57.371752
251.35333,147.66527,-4.0550754,53.964821,-150.7413,154.31603,-56.920142
251.35423,147.28764,-4.3860982,54.018269,-150.76776,153.70996,-56.485361
251.35513,146.90883,-4.7072221,54.069902,-150.79546,153.10357,-56.066234
251.35605,146.5289,-5.0187351,54.119791,-150.8245,152.49697,-55.661717
251.35695,146.14789,-5.3208682,54.16802,-150.8549,151.89026,-55.270805
251.35785,145.76587,-5.613892,54.214639,-150.88671,151.28354,-54.892622
251.35875,145.38287,-5.8980766,54.259729,-150.92,150.67688,-54.526347
251.35965,144.99896,-6.1736151,54.303348,-150.95477,150.07036,-54.171189
251.36055,144.61418,-6.4407345,54.345622,-150.99114,149.46413,-53.826467
251.36153,144.19888,-6.7192702,54.389654,-151.03206,148.81158,-53.466156
251.36243,143.81243,-6.9696223,54.429265,-151.07172,148.20603,-53.141068
251.36333,143.42524,-7.2122313,54.467727,-151.11306,147.60094,-52.824586
251.36424,143.03735,-7.447265,54.505104,-151.15607,146.99636,-52.516162
251.36514,142.6488,-7.6749518,54.54147,-151.2008,146.39235,-52.215362
251.36604,142.25964,-7.8954324,54.576901,-151.24724,145.78896,-51.921701
251.36694,141.88123,-8.0687317,54.622301,-151.27388,145.21738,-51.613548
251.36784,141.52904,-8.1443223,54.691669,-151.25189,144.71809,-51.263205
251.36874,141.17682,-8.2171318,54.759678,-151.23132,144.21828,-50.920194
251.36972,140.79748,-8.2924885,54.831433,-151.21075,143.67949,-50.558627
251.37062,140.44523,-8.3597017,54.896753,-151.19318,143.17877,-50.229879
251.37152,140.09297,-8.4242895,54.960862,-151.17709,142.6777,-49.907555
251.37244,139.74072,-8.4863404,55.023797,-151.16255,142.17634,-49.59143
251.37334,139.38847,-8.5458555,55.085617,-151.14952,141.67473,-49.281216
251.37424,139.03624,-8.6029171,55.146364,-151.13806,141.17293,-48.976704
251.37514,138.68402,-8.6575479,55.206088,-151.12816,140.67097,-48.677649
251.37604,138.33183,-8.7098248,55.264842,-151.11987,140.16891,-48.383861
251.37694,137.97968,-8.759748,55.322691,-151.11319,139.66681,-48.095116
251.37785,137.62755,-8.8073986,55.379657,-151.10815,139.16467,-47.811226
251.37881,137.24839,-8.8561804,55.440095,-151.10452,138.62396,-47.510711
251.37971,136.89637,-8.8991755,55.495415,-151.10286,138.12193,-47.236306
251.38063,136.54439,-8.9400045,55.550024,-151.10287,137.62,-46.96621
251.38153,136.19248,-8.9786862,55.603981,-151.10454,137.11825,-46.700266
251.38243,135.84062,-9.0152815,55.657309,-151.10788,136.61665,-46.438319
251.38333,135.48884,-9.0497853,55.710079,-151.11288,136.11527,-46.180204
251.38423,135.33467,-9.109765,55.728207,-151.15752,135.89086,-46.112219
251.38513,135.18189,-9.1690983,55.746101,-151.20244,135.66854,-46.045813
251.38605,135.02906,-9.2276013,55.763987,-151.24737,135.44629,-45.979619
251.38701,134.86444,-9.2896608,55.783303,-151.29575,135.20709,-45.908555
251.38792,134.71153,-9.3464549,55.801225,-151.34069,134.98503,-45.842784
251.38882,134.55858,-9.4024437,55.819168,-151.38564,134.76307,-45.777214
251.38972,134.40559,-9.4576151,55.837128,-151.43058,134.54119,-45.711822
251.39063,134.25258,-9.511966,55.855093,-151.4755,134.3194,-45.646593
251.39153,134.09953,-9.5655402,55.873084,-151.52045,134.09771,-45.581559
251.39243,133.94644,-9.6183333,55.891091,-151.5654,133.8761,-45.516703
251.39333,133.79333,-9.6703119,55.909116,-151.61032,133.65458,-45.451982
251.3964,133.2749,-9.8405554,55.970266,-151.76242,132.9055,-45.234134
251.3973,133.12167,-9.8891768,55.988381,-151.80736,132.68438,-45.170087
251.3982,132.96843,-9.9370424,56.006518,-151.85228,132.46335,-45.106175
251.3991,132.81516,-9.984158,56.02466,-151.89719,132.2424,-45.04239
251.4,132.66188,-10.030519,56.042845,-151.9421,132.02156,-44.978728
251.40091,132.67966,-10.054369,56.039323,-151.96548,132.04585,-45.014786
251.40181,132.69868,-10.078068,56.035633,-151.98871,132.0719,-45.051581
251.40271,132.71769,-10.101804,56.03194,-152.01198,132.09794,-45.088421
251.40361,132.73668,-10.125565,56.028245,-152.03529,132.12395,-45.125287
251.40451,132.75566,-10.149354,56.024549,-152.05863,132.14995,-45.162187
251.40549,132.7761,-10.175001,56.020566,-152.0838,132.17794,-45.201962
251.40639,132.79507,-10.198845,56.016885,-152.10722,132.20392,-45.238932
251.40729,132.81402,-10.222707,56.013187,-152.13066,132.22988,-45.275923
251.40819,132.83297,-10.246616,56.00948,-152.15414,132.25581,-45.312964
251.4091,132.8519,-10.270532,56.005777,-152.17764,132.28173,-45.350017
251.41,132.87083,-10.294494,56.002067,-152.2012,132.30763,-45.387121
251.4109,132.88974,-10.318464,55.998381,-152.22478,132.33353,-45.424246
251.4118,132.90864,-10.342469,55.994671,-152.24839,132.3594,-45.461403
251.4127,132.92754,-10.366513,55.990955,-152.27204,132.38525,-45.498603
251.41368,132.94788,-10.392414,55.986967,-152.29754,132.41308,-45.538684
251.41458,132.96674,-10.416511,55.98325,-152.32126,132.43889,-45.575946
251.41548,132.98561,-10.44062,55.979534,-152.345,132.4647,-45.613231
251.41638,133.00446,-10.464772,55.97582,-152.36879,132.49048,-45.650559
251.4173,132.98936,-10.477345,55.990284,-152.3896,132.48055,-45.65585
251.4182,132.95865,-10.484585,56.013114,-152.409,132.45419,-45.646419
251.4191,132.92794,-10.491807,56.035952,-152.42838,132.42782,-45.636992
251.42,132.89723,-10.498984,56.058811,-152.44771,132.40147,-45.627551
251.4209,132.86653,-10.506145,56.08167,-152.46701,132.37511,-45.618115
251.4218,132.83582,-10.51329,56.104547,-152.48628,132.34876,-45.608688
251.42278,132.80275,-10.520939,56.129205,-152.50699,132.32039,-45.59852
